,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Kiama,40,AU,1571466185,30,-34.67,150.86,75.0,23.04
376,Padang,100,ID,1571466185,87,-0.92,100.36,77.82,17.6
377,Itarema,23,BR,1571466185,82,-2.92,-39.92,77.93,7.16
378,Nanortalik,100,GL,1571466186,67,60.14,-45.24,38.89,7.29
379,Porto Novo,75,BR,1571466186,88,-23.68,-45.44,69.8,4.7
380,Prince Rupert,90,CA,1571466186,93,54.32,-130.32,44.6,8.05
381,La Serena,90,CL,1571466187,82,-29.9,-71.25,55.4,2.24
382,Moroni,40,GR,1571466187,88,35.09,24.92,71.01,6.93
383,Carutapera,17,BR,1571466187,77,-1.2,-46.02,79.64,8.16
384,Matagami,34,NG,1571466187,98,9.67,8.4,67.58,4.07
385,Kurilsk,99,RU,1571466188,75,45.23,147.88,53.48,13.47
386,Raudeberg,0,NO,1571466188,75,61.99,5.14,46.99,4.7
387,Udachnyy,90,RU,1571466188,100,66.42,112.4,23.0,4.47
388,Tiarei,20,PF,1571466188,78,-17.53,-149.33,80.6,3.36
389,Benguela,47,AO,1571466189,88,-12.58,13.4,73.12,6.85
390,Marihatag,73,PH,1571466189,56,8.8,126.3,87.92,6.15
391,Lubao,100,CD,1571466189,92,-5.39,25.75,71.2,3.11
392,Cap Malheureux,75,MU,1571466189,50,-19.98,57.61,78.01,13.87
393,Gualaquiza,100,EC,1571466190,96,-3.4,-78.58,51.5,0.65
394,Bozuyuk,75,TR,1571466190,100,39.91,30.04,55.4,1.01
395,Alvorada,75,BR,1571466190,82,-30.0,-51.08,64.99,9.17
396,Marktredwitz,90,DE,1571466195,100,50.0,12.09,53.01,3.11
397,Nyurba,100,RU,1571466195,78,63.29,118.35,35.75,10.22
398,Balkanabat,4,TM,1571466196,22,39.51,54.36,70.89,4.07
399,Mittagong,40,AU,1571466196,76,-34.45,150.45,75.0,23.04
400,Monte Alegre,67,BR,1571466196,92,-2.0,-54.07,74.89,3.04
401,Katangli,58,RU,1571466196,70,51.71,143.23,51.27,7.56
402,Nkowakowa,0,ZA,1571466197,30,-23.89,30.29,71.6,11.41
403,Matara,75,BI,1571466197,94,-3.48,29.48,68.0,5.08
404,Roseburg,90,US,1571466197,76,43.22,-123.34,54.0,4.7
405,Vostok,91,RU,1571466197,52,46.45,135.83,52.03,3.58
406,Likasi,0,CD,1571466198,44,-10.99,26.74,71.83,6.04
407,Asaba,97,NG,1571466198,96,6.19,6.75,73.75,1.1
408,Athabasca,43,CA,1571466198,78,54.72,-113.29,36.44,6.06
409,Santa Maria da Vitoria,87,BR,1571466199,39,-13.39,-44.19,66.62,1.81
410,Verkh-Usugli,35,RU,1571466199,53,52.7,115.17,44.43,8.25
411,Bilibino,100,RU,1571466199,96,68.06,166.44,10.18,2.86
412,Gravdal,75,NO,1571466199,81,59.79,5.78,48.2,4.7
413,Santa Rosa,0,AR,1571466200,45,-36.62,-64.29,52.73,7.92
414,Lufilufi,40,WS,1571466200,88,-13.87,-171.6,84.0,5.82
415,Pa Sang,75,TH,1571466200,58,18.53,98.94,91.99,2.24
416,Kreminna,0,UA,1571466200,64,49.05,38.22,57.79,3.76
417,Mogadishu,75,SO,1571466201,70,2.04,45.34,84.2,8.05
418,Krasnorechenskiy,90,RU,1571466201,60,44.63,135.35,52.4,6.2
419,Ewo,56,CG,1571466201,89,-0.88,14.81,71.11,9.26
420,Surin,100,TH,1571466201,57,14.88,103.49,93.99,12.15
421,Charters Towers,0,AU,1571466202,4,-20.07,146.27,98.27,20.07
422,Peniche,75,PT,1571466202,100,39.36,-9.38,61.0,8.05
423,Laguna,0,BZ,1571466202,100,16.17,-88.94,78.8,1.21
424,Male,41,UA,1571466202,73,50.74,33.7,52.94,4.32
425,Nuevo Casas Grandes,0,MX,1571466203,76,30.42,-107.91,58.7,3.87
426,Nouakchott,0,MR,1571466203,42,18.08,-15.98,82.4,12.75
427,Leh,100,IN,1571466204,32,34.16,77.58,28.3,4.92
428,Tabuk,41,PH,1571466204,88,17.41,121.44,71.97,1.1
429,East Brainerd,1,US,1571466204,81,35.0,-85.15,57.0,3.76
430,Aleksandrovsk-Sakhalinskiy,24,RU,1571466204,84,50.9,142.16,48.34,23.71
431,Sumbe,76,AO,1571466205,90,-11.2,13.84,74.29,4.54
432,Kayunga,35,UG,1571466205,89,0.7,32.9,70.58,1.36
433,Hays,20,US,1571466205,71,38.88,-99.33,55.4,23.04
434,Padinska Skela,13,RS,1571466205,100,44.94,20.43,51.8,1.12
435,Caravelas,62,BR,1571466206,87,-17.73,-39.27,70.58,8.95
436,Anastasiyevskaya,90,RU,1571466206,93,45.22,37.89,57.2,8.95
437,Opuwo,0,NA,1571466206,51,-18.06,13.84,73.66,1.41
438,Faanui,86,PF,1571466207,79,-16.48,-151.75,79.91,9.13
439,Abha,0,SA,1571466207,32,18.22,42.5,73.4,8.05
440,Enkoping,100,SE,1571466207,87,59.64,17.08,51.8,11.41
441,Campbell River,75,CA,1571466207,93,50.02,-125.24,44.6,3.36
442,Mindelo,75,PT,1571466208,93,41.31,-8.72,62.01,14.99
443,North Platte,1,US,1571466208,86,41.12,-100.77,42.01,3.36
444,Yeppoon,40,AU,1571466208,48,-23.13,150.74,87.8,5.82
445,Vestmannaeyjar,100,IS,1571466208,74,63.44,-20.27,45.96,10.33
446,Comodoro Rivadavia,0,AR,1571466209,51,-45.87,-67.48,59.0,12.75
447,Ignacio de la Llave,75,MX,1571466209,94,18.73,-95.98,79.0,6.73
448,Kalanguy,0,RU,1571466209,39,51.01,116.52,52.73,14.41
449,Khorixas,53,NA,1571466209,48,-20.37,14.96,74.08,0.65
450,Wollongong,40,AU,1571466210,78,-34.42,150.89,77.0,23.04
451,Santa Isabel do Rio Negro,68,BR,1571466210,94,-0.41,-65.02,72.74,0.6
452,Boralday,0,KZ,1571466210,47,43.36,76.86,57.2,2.24
453,Yigou,0,CN,1571466211,43,35.81,114.32,70.48,11.05
454,Narasannapeta,48,IN,1571466211,68,18.42,84.04,86.46,8.37
455,Voznesenye,99,RU,1571466211,97,61.02,35.48,44.36,5.48
456,Villa Carlos Paz,0,AR,1571466211,81,-31.42,-64.5,57.0,6.93
457,Tucupita,93,VE,1571466212,95,9.06,-62.05,73.86,3.58
458,Kotovo,20,RU,1571466212,75,50.32,44.8,55.21,5.26
459,Smithers,1,CA,1571466212,92,54.78,-127.17,30.2,2.24
460,Vanimo,84,PG,1571466212,70,-2.67,141.3,83.29,11.63
461,Viru,100,EE,1571466213,93,57.74,26.74,53.01,6.93
462,Itamarandiba,14,BR,1571466213,67,-17.86,-42.86,61.78,1.48
463,Vila Velha,40,BR,1571466213,74,-3.71,-38.6,79.0,12.75
464,Griffith,40,AU,1571466214,32,-34.29,146.06,66.2,21.92
465,Selogiri,97,ID,1571466214,49,-7.51,109.61,89.47,9.84
466,Dwarka,40,IN,1571466214,48,28.58,77.04,84.99,0.83
467,Hofn,0,IS,1571466215,45,64.25,-15.21,15.31,2.21
468,Rocha,0,UY,1571466215,94,-34.48,-54.34,47.56,6.08
469,Ostrovnoy,100,RU,1571466215,97,68.05,39.51,30.8,7.72
470,Edmundston,90,CA,1571466215,75,47.36,-68.33,44.6,11.41
471,Mugur-Aksy,97,RU,1571466216,82,50.38,90.44,15.88,9.1
472,Isangel,1,VU,1571466216,81,-19.55,169.27,76.94,7.36
473,Penzance,33,GB,1571466216,93,50.12,-5.53,52.0,9.17
474,Wronki,100,PL,1571466216,93,52.71,16.37,52.0,3.36
475,Ulaangom,49,MN,1571466217,27,49.98,92.07,42.67,4.29
476,Deoria,100,IN,1571466217,47,26.5,83.79,86.39,2.24
477,Empalme,0,MX,1571466217,87,27.96,-110.81,71.01,3.0
478,Shihezi,0,CN,1571466217,19,44.3,86.03,56.33,9.28
479,Deputatskiy,33,RU,1571466218,98,69.3,139.9,4.02,2.08
480,Oswego,1,US,1571466218,71,37.17,-95.11,57.2,5.82
481,Coquimbo,90,CL,1571466218,82,-29.95,-71.34,55.4,2.24
482,Adrar,0,DZ,1571466219,32,27.87,-0.29,68.0,10.29
483,Mae Sai,40,MM,1571466219,70,20.44,99.89,87.01,2.24
484,Grenville,5,CA,1571466219,91,45.62,-74.6,39.99,5.82
485,Sri Aman,75,MY,1571466219,83,1.24,111.46,82.4,4.7
486,Kawalu,95,ID,1571466220,55,-7.38,108.21,84.77,8.48
487,Yaan,98,NG,1571466220,94,7.38,8.57,73.14,3.8
488,Alofi,39,NU,1571466220,88,-19.06,-169.92,75.2,5.82
489,Shelburne,5,CA,1571466220,86,44.08,-80.2,37.4,6.93
490,Itaqui,14,BR,1571466221,93,-29.13,-56.55,58.13,10.83
491,Bandarbeyla,99,SO,1571466221,54,9.49,50.81,84.1,11.72
492,Artyom,94,RU,1571466221,55,43.36,132.19,62.6,6.71
493,Nishihara,75,JP,1571466221,88,35.74,139.53,72.0,8.05
494,Ust-Karsk,0,RU,1571466222,42,52.71,118.82,49.87,4.47
495,Pochutla,100,MX,1571466222,92,15.74,-96.47,77.0,5.17
496,Brownwood,75,US,1571466222,68,31.71,-98.99,69.8,10.29
497,Margate,75,AU,1571466222,65,-43.03,147.26,55.4,19.46
498,Tautira,20,PF,1571466223,78,-17.73,-149.15,80.6,3.36
499,Muncie,1,US,1571466223,86,40.19,-85.39,46.0,6.87
500,Labuhan,81,ID,1571466223,52,-2.54,115.51,90.51,3.44
501,Nikki,86,BJ,1571466223,93,9.94,3.21,71.41,5.48
502,Merauke,95,ID,1571466224,76,-8.49,140.4,79.13,22.03
503,Zarautz,0,ES,1571466224,67,43.28,-2.17,66.99,5.82
504,San Pedro,0,AR,1571466224,82,-33.68,-59.66,52.0,3.44
505,Sao Felix do Xingu,75,BR,1571466225,95,-6.64,-51.99,70.96,2.26
506,Zyryanka,29,RU,1571466225,89,65.73,150.89,11.45,6.98
507,Santa Maria,0,BR,1571466225,49,-16.02,-48.01,71.6,3.36
508,Innisfail,0,AU,1571466225,52,-17.52,146.03,84.99,3.0
509,Barmer,0,IN,1571466226,20,25.74,71.4,91.81,0.74
510,Gunjur,40,GM,1571466226,94,13.18,-16.76,78.8,8.77
511,Tateyama,75,JP,1571466226,93,36.66,137.31,66.99,4.7
512,Buraydah,0,SA,1571466226,39,26.33,43.97,78.8,4.7
513,Rock Springs,1,US,1571466227,63,41.59,-109.2,30.2,6.93
514,Hovd,75,NO,1571466227,93,63.83,10.7,46.0,4.7
515,Sept-Iles,75,CA,1571466227,70,50.2,-66.38,45.0,5.82
516,Azpeitia,0,ES,1571466227,67,43.18,-2.27,66.99,5.82
517,Ljungby,100,SE,1571466228,100,56.83,13.94,51.8,14.99
518,Puerto Madero,0,AR,1571466228,93,-34.61,-58.36,55.4,4.05
519,Talaya,75,RU,1571466228,92,55.79,84.89,23.0,4.47
520,Mutsu,75,JP,1571466229,100,41.29,141.2,60.8,10.29
521,Uruguaiana,0,BR,1571466229,67,-29.77,-57.08,60.8,21.92
522,Kano,0,NG,1571466230,88,11.99,8.53,73.4,9.17
523,Xinmin,0,CN,1571466230,42,42.0,122.83,66.2,8.95
524,Jishou,0,CN,1571466230,47,28.26,109.7,74.22,2.24
525,Begles,75,FR,1571466230,93,44.81,-0.55,57.2,5.82
526,Praia,34,BR,1571466231,63,-20.25,-43.81,66.2,3.36
527,Guia de Isora,20,ES,1571466231,93,28.21,-16.78,68.0,14.99
528,Agropoli,0,IT,1571466231,74,40.35,15.0,60.01,1.01
529,Boali,20,CF,1571466232,100,4.81,18.11,71.6,2.24
530,Humaita,90,AR,1571466232,93,-24.93,-65.37,57.2,3.36
531,Zhangye,100,CN,1571466232,40,38.94,100.46,48.73,5.28
532,Capao da Canoa,70,BR,1571466232,91,-29.75,-50.01,58.58,4.09
533,Iralaya,54,HN,1571466233,96,15.0,-83.23,75.35,2.35
534,Concarneau,75,FR,1571466233,100,47.88,-3.92,57.0,3.36
535,Port Hedland,0,AU,1571466233,34,-20.31,118.58,95.0,12.75
536,Viedma,0,AR,1571466233,61,-40.81,-62.99,47.72,7.78
537,Ewa Beach,20,US,1571466234,65,21.32,-158.01,80.6,9.17
538,Tandil,0,AR,1571466234,81,-37.33,-59.14,42.99,6.04
539,Riyadh,0,SA,1571466234,25,24.63,46.72,87.8,3.36
540,Gwadar,22,PK,1571466234,57,25.12,62.33,85.79,2.95
541,Birjand,0,IR,1571466235,14,32.86,59.22,68.0,5.97
542,Meulaboh,65,ID,1571466235,73,4.14,96.13,82.32,5.37
543,Inverell,0,AU,1571466235,9,-29.78,151.11,79.0,8.99
544,Port-Cartier,75,CA,1571466235,70,50.03,-66.88,45.0,5.82
545,Hualmay,99,PE,1571466236,89,-11.1,-77.61,61.96,8.99
546,Ulladulla,40,AU,1571466236,27,-35.36,150.48,73.4,23.04
547,Sinop,90,TR,1571466236,88,42.03,35.15,62.6,2.24
548,Peristera,40,GR,1571466237,100,39.64,21.65,55.99,1.99
549,Chenghai,20,CN,1571466237,54,23.46,116.77,82.4,4.47
550,Paamiut,100,GL,1571466237,64,61.99,-49.67,38.9,7.45
551,Prainha,59,BR,1571466237,97,-1.8,-53.48,73.88,2.77
552,Orcopampa,100,PE,1571466238,84,-15.27,-72.34,33.45,2.68
553,Panaba,82,MX,1571466238,97,21.28,-88.27,76.99,5.77
